,發生時間,發生地點,死亡受傷人數,車種,經度,緯度
6063,110年07月18日 11時18分00秒,臺中市沙鹿區居仁里臺灣大道七段957號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車;自用-小客車;自用-小客車,120.563056,24.24
6064,110年07月18日 13時32分00秒,新北市新莊區思源路 / 新北市新莊區中原路,死亡1;受傷0,自用-小客車;大型重型1(550C.C.以上)-機車,121.460423,25.042322
6065,110年07月18日 19時23分00秒,嘉義縣太保市東勢里產業道路(燈桿安東15東分2附近),死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.307717,23.463198
6066,110年07月19日 07時35分00秒,桃園市龍潭區中正路三坑段附近 / 桃園市龍潭區永福路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.244414,24.841457
6067,110年07月19日 08時12分39秒,臺東縣池上鄉福文村東3線與文田路路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.218279,23.129391
6068,110年07月19日 16時13分00秒,臺南市新化區護國里中山路96號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車,120.313598,23.042199
6069,110年07月19日 17時04分00秒,桃園市平鎮區復旦路二段口 / 桃園市平鎮區廣泰路口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.201386,24.947345
6070,110年07月20日 00時04分00秒,高雄市橋頭區國道1號 352公里700.0公尺處南側向內側,死亡1;受傷2,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人,120.333758,22.753875
6071,110年07月20日 08時59分00秒,花蓮縣玉里鎮長良143號前,死亡1;受傷0,普通重型-機車;自用-小客車,121.288295,23.277001
6072,110年07月20日 21時05分00秒,新竹市香山區中華路六段460巷,死亡1;受傷0,自用-小客車;行人-人,120.913117,24.734015
6073,110年07月20日 23時08分00秒,臺中市北屯區東山里東山路一段 / 臺中市北屯區東山里祥順路二段,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,120.737369,24.178431
6074,110年07月21日 06時15分00秒,嘉義市東區民族里吳鳳北路 / 嘉義市東區民族里光華路,死亡1;受傷1,普通重型-機車;普通重型-機車,120.453435,23.477829
6075,110年07月21日 11時35分00秒,桃園市中壢區忠義路49號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車;普通重型-機車,121.239674,24.96153
6076,110年07月21日 16時33分00秒,新竹縣橫山鄉中豐路三段66號,死亡1;受傷0,行人-人;自用-大貨車,121.162575,24.739019
6077,110年07月21日 17時20分00秒,彰化縣二林鎮西斗里斗苑路2段806號前0.0公尺前,死亡1;受傷0,普通重型-機車;自用-小客車,120.430932,23.896428
6078,110年07月21日 18時35分38秒,苗栗縣通霄鎮坪頂里苗37線6公里處,死亡1;受傷0,自用-小客車,120.712843,24.441051
6079,110年07月21日 20時58分59秒,花蓮縣吉安鄉東里十一街64號前0.0公尺,死亡1;受傷0,行人-人;計程車-小客車,121.596121,23.964043
6080,110年07月22日 06時42分28秒,臺東縣臺東市中華路口 / 臺東縣臺東市復興路口,死亡1;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,121.150913,22.752001
6081,110年07月22日 08時23分04秒,屏東縣萬丹鄉田厝村惠崙路口 / 屏東縣萬丹鄉田厝村惠崙路口,死亡1;受傷1,普通重型-機車;普通重型-機車,120.475039,22.587652
6082,110年07月22日 10時50分00秒,新北市三重區國道路1段135號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.48126,25.072889
6083,110年07月22日 11時17分06秒,苗栗縣通霄鎮國道3號 141公里400.0公尺處南側向內側,死亡1;受傷1,自用-小客車;營業用-大貨車;乘客-人,120.703844,24.490201
6084,110年07月22日 15時20分28秒,宜蘭縣蘇澳鎮蘇濱路3段176號前8.0公尺附近,死亡1;受傷0,行人-人;營業用-曳引車,121.83511,24.643009
6085,110年07月23日 02時01分00秒,高雄市路竹區高11鄉道社東550燈桿號前0.0公尺,死亡1;受傷0,普通重型-機車,120.2863,22.86345
6086,110年07月23日 10時30分00秒,桃園市新屋區東明里中山西路1段438號前0.0公尺附近,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.086092,24.975993
6087,110年07月23日 11時23分00秒,彰化縣大城鄉公館村東平路前0.0公尺,死亡1;受傷0,營業用-曳引車;普通重型-機車,120.347625,23.906731
6088,110年07月23日 18時16分00秒,新北市石門區新北市石門區台2線道路與阿里荖15號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),121.607722,25.280475
6089,110年07月24日 05時45分00秒,高雄市仁武區高楠公路28號前0.0公尺,死亡1;受傷0,普通重型-機車,120.321851,22.692201
6090,110年07月24日 09時16分00秒,臺南市後壁區嘉苳里省道臺1線口 / 臺南市後壁區嘉苳里區道南80線口,死亡1;受傷0,普通重型-機車;自用-小客車,120.356303,23.350212
6091,110年07月24日 18時59分00秒,苗栗縣後龍鎮台61線98.3公里處北向側車道,死亡1;受傷0,普通重型-機車,120.798295,24.646322
6092,110年07月24日 20時22分00秒,彰化縣大村鄉福興村東美路前0.0公尺,死亡1;受傷0,普通重型-機車,120.585045,23.989089
6093,110年07月25日 00時49分00秒,雲林縣麥寮鄉麥寮鄉崙後村沙崙後8-10號旁路口,死亡1;受傷0,大型重型1(550C.C.以上)-機車,120.26597,23.769019
6094,110年07月25日 04時34分06秒,屏東縣屏東市公園路口 / 屏東縣屏東市民權路口,死亡1;受傷0,行人-人;自用-小客車,120.492301,22.673795
6095,110年07月25日 18時19分05秒,嘉義縣義竹鄉溪洲村村里道路(鳳山宮牌樓前),死亡1;受傷0,自用-小貨車(含客、貨兩用),120.24522,23.390473
6096,110年07月25日 18時48分00秒,臺東縣長濱鄉台11線 92公里100.0公尺處附近,死亡1;受傷0,普通重型-機車,121.425713,23.272367
6097,110年07月26日 07時44分00秒,桃園市大溪區康莊路5段403巷前0.0公尺口,死亡1;受傷0,自用-小客車,121.268646,24.829029
6098,110年07月26日 13時19分00秒,新北市永和區新北市永和區福和橋道路往台北市方向,死亡1;受傷1,普通重型-機車;營業用-曳引車;乘客-人,121.515477,25.017918
6099,110年07月26日 16時29分00秒,臺中市西區雙龍里英才路 / 臺中市西區雙龍里模範街,死亡1;受傷0,普通輕型-機車;自用-小客車,120.665285,24.147474
6100,110年07月26日 18時13分05秒,桃園市中壢區環西路2段101號前0.0公尺附近,死亡1;受傷0,普通重型-機車,121.209778,24.964084
6101,110年07月26日 21時10分00秒,嘉義縣鹿草鄉西井村167線7公里700公尺處,死亡1;受傷0,普通重型-機車,120.298578,23.419315
6102,110年07月27日 16時20分00秒,屏東縣新園鄉仙吉村仙吉路291號前0.0公尺,死亡1;受傷2,普通重型-機車;普通重型-機車;乘客-人,120.442154,22.4774
6103,110年07月27日 17時37分56秒,桃園市八德區國道2號 19公里900.0公尺處西側向外側,死亡1;受傷7,營業用-半聯結車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人,121.325041,24.954143
6104,110年07月28日 01時01分00秒,屏東縣枋山鄉加祿路枋山-枋寮線108-13號電桿前,死亡1;受傷0,普通重型-機車,120.622731,22.337234
6105,110年07月28日 06時55分00秒,臺中市北屯區東山里東山路二段前0.0公尺,死亡1;受傷0,普通重型-機車,120.772645,24.197222
6106,110年07月28日 07時47分00秒,臺中市清水區國道4號 2公里800.0公尺處西側向交流道,死亡1;受傷0,自用-小客車,120.69536,24.271531
6107,110年07月28日 07時50分24秒,臺東縣太麻里鄉台九線400.65K南下車道,死亡2;受傷1,自用-小客車;營業用-大貨車;乘客-人;乘客-人,120.959055,22.506938
6108,110年07月28日 09時02分00秒,高雄市鳳山區中山東路 / 高雄市鳳山區勝利路,死亡1;受傷1,自用-小客車;大型重型2(250-550C.C.)-機車,120.373794,22.625541
6109,110年07月28日 11時36分00秒,新北市新莊區中環路1段 / 新北市新莊區景德路,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.442516,25.056761
6110,110年07月28日 20時47分00秒,屏東縣竹田鄉信實路177號,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.544718,22.593208
6111,110年07月29日 07時40分00秒,臺南市永康區鹽水溪河堤道路西往東鹽洲里323號路燈附近,死亡1;受傷1,普通重型-機車;普通重型-機車,120.237734,23.049218
6112,110年07月29日 16時20分07秒,屏東縣萬丹鄉廣安村萬丹路2段口 / 屏東縣萬丹鄉廣安村萬丹路2段口,死亡1;受傷1,普通重型-機車;自用-小客車,120.486564,22.609794
6113,110年07月30日 07時43分00秒,桃園市大園區大觀路口 / 桃園市大園區大觀路,死亡1;受傷0,自用-小客車;大型重型2(250-550C.C.)-機車,121.164458,25.0573
6114,110年07月30日 08時12分57秒,南投縣草屯鎮中山里草溪路791號,死亡1;受傷0,普通重型-機車,120.679296,23.972447
6115,110年07月30日 09時04分00秒,桃園市龜山區文化一路口 / 桃園市龜山區文德路口,死亡2;受傷0,自用-小客車;普通重型-機車;乘客-人,121.376425,25.054914
6116,110年07月31日 01時34分00秒,新北市土城區金城路3段 / 新北市土城區延和路,死亡1;受傷0,普通重型-機車,121.470289,24.989384
6117,110年07月31日 01時36分00秒,臺北市信義區基隆路2段131-4號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車,121.55658,25.028032
6118,110年07月31日 07時01分00秒,臺中市梧棲區草湳里港埠路一段547號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.53045,24.237225
6119,110年07月31日 09時10分00秒,臺東縣臺東市台11線 174公里200.0公尺處,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,121.069404,22.710388
6120,110年07月31日 15時09分00秒,雲林縣四湖鄉鹿場村下鹿場路139號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.232912,23.617432
6121,110年07月31日 16時41分00秒,基隆市暖暖區基隆市暖暖區八堵路189-5號之5八堵加油站對面,死亡1;受傷0,普通重型-機車,121.711565,25.114249
6122,110年07月31日 18時00分00秒,臺中市南區永和里高工路391號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.667945,24.114561
6123,110年08月02日 11時14分49秒,臺南市鹽水區汫水里南77線1公里處,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.272627,23.339662
6124,110年08月02日 12時34分00秒,屏東縣萬丹鄉台88線 16.3公里50.0公尺處附近向交流道,死亡1;受傷0,自用-小客車,120.481275,22.569148
6125,110年08月02日 19時20分00秒,臺東縣鹿野鄉台9線 332公里500.0公尺處,死亡1;受傷3,營業用-大貨車;自用-大貨車;乘客-人;乘客-人,121.145035,22.932031
6126,110年08月03日 10時14分05秒,花蓮縣豐濱鄉台11線 32公里700.0公尺處附近向內側,死亡1;受傷2,營業用-曳引車;自用-小貨車(含客、貨兩用);乘客-人,121.55661,23.733981
6127,110年08月03日 11時53分00秒,彰化縣二林鎮萬合里江山巷前0.0公尺,死亡1;受傷0,普通重型-機車,120.407469,23.930397
6128,110年08月03日 16時35分00秒,花蓮縣吉安鄉縣193線 20公里900.0公尺處北側,死亡1;受傷0,營業用-曳引車;普通重型-機車,121.594433,23.939998
6129,110年08月03日 17時34分00秒,新北市樹林區三龍街 / 新北市樹林區俊興街,死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,121.414232,25.018608
6130,110年08月03日 19時04分00秒,臺北市內湖區潭美街 / 臺北市內湖區無名巷,死亡1;受傷0,自用-小客車;行人-人,121.57616,25.052923
6131,110年08月04日 10時55分00秒,臺南市佳里區文化路25號,死亡1;受傷0,自用-小客車;行人-人;自用-小客車,120.181778,23.163125
6132,110年08月04日 17時59分39秒,花蓮縣豐濱鄉台11線 39公里500.0公尺處,死亡1;受傷2,營業用-小貨車(含客、貨兩用);乘客-人;乘客-人,121.548314,23.688892
6133,110年08月05日 04時29分00秒,桃園市中壢區國道1號 59公里500.0公尺處北側向外側,死亡1;受傷2,自用-小客車;自用-小客車;營業用-全聯結車;乘客-人,121.2183,24.971384
6134,110年08月05日 09時33分33秒,桃園市楊梅區中山北路二段口 / 桃園市楊梅區梅獅路一段,死亡1;受傷0,營業用-全聯結車;普通重型-機車,121.174468,24.911403
6135,110年08月05日 11時13分00秒,高雄市燕巢區中民路 / 高雄市燕巢區中西路,死亡1;受傷0,營業用-大貨車;普通重型-機車;自用-小貨車(含客、貨兩用),120.358964,22.793116
6136,110年08月05日 13時08分00秒,彰化縣鹿港鎮溝墘里溝墘巷87之26號前0.0公尺,死亡1;受傷0,動力機械-其他車;普通重型-機車;自用-小客車;自用-大貨車,120.483878,24.084418
6137,110年08月05日 15時12分00秒,臺北市北投區中央北路4段601巷7號前0.0公尺,死亡1;受傷0,腳踏自行車-慢車,121.462745,25.123365
6138,110年08月05日 18時43分00秒,桃園市桃園區大興西路1段口 / 桃園市桃園區新埔六街口,死亡1;受傷0,普通重型-機車;自用-小客車,121.303018,25.013468
6139,110年08月05日 21時03分42秒,苗栗縣苑裡鎮海線 167.0公里453.0公尺,死亡1;受傷0,行人-人;火車-其他車,120.677505,24.409826
6140,110年08月05日 22時08分00秒,新竹縣新埔鎮中正路與中正一街口,死亡1;受傷0,行人-人;自用-小客車,121.082781,24.826966
6141,110年08月06日 10時20分00秒,基隆市安樂區基金一路110-62號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.714236,25.14038
6142,110年08月06日 20時46分00秒,新竹縣新豐鄉建興路1段198-39號前0.0公尺附近,死亡1;受傷0,自用-小客車;遊覽車-大客車;普通重型-機車,120.996279,24.869983
6143,110年08月06日 23時10分00秒,雲林縣崙背鄉舊庄村154縣道頂厝枝1號電桿前,死亡1;受傷0,普通重型-機車;普通重型-機車;自用-小客車,120.334686,23.788466
6144,110年08月07日 02時00分21秒,桃園市龜山區長壽路口 / 桃園市龜山區光峰路口,死亡1;受傷1,普通重型-機車;普通重型-機車,121.34281,25.001612
6145,110年08月07日 07時47分00秒,新北市五股區中興路3段168號前0.0公尺,死亡1;受傷0,普通重型-機車;普通重型-機車;營業用-曳引車,121.443881,25.081347
6146,110年08月07日 09時40分06秒,南投縣仁愛鄉台14甲線 7公里400.0公尺處附近,死亡1;受傷0,行人-人;自用-小客車,121.158471,24.045367
6147,110年08月07日 13時34分05秒,苗栗縣造橋鄉國道3號 121公里100.0公尺處北側向中外,死亡2;受傷1,自用-小客車;自用-小貨車(含客、貨兩用);其他人-人;其他人-人,120.832635,24.650664
6148,110年08月07日 19時38分00秒,彰化縣埤頭鄉永豊村斗苑西路前0.0公尺,死亡1;受傷0,自用-小客車;腳踏自行車-慢車,120.446505,23.89401
6149,110年08月07日 20時53分00秒,桃園市八德區新興路924號前0.0公尺,死亡1;受傷0,普通重型-機車,121.278064,24.94278
6150,110年08月07日 22時25分00秒,臺中市太平區新高里環中東路三段 / 臺中市太平區新高里育才路,死亡1;受傷0,自用-小客車;普通重型-機車,120.718055,24.158055
